id,title,genres,release_date,budget,avg_rating,runtime,profit,production_countries,production_companies,cast,director
271677,The Hero: Love Story of a Spy,Drama,2003-04-10,2.1604277457480315E7,3.127130699979394,160.0,4.681600329154089E7,India,others,others,others
285213,The Pirates,Adventure,2014-08-06,2.1604277457480315E7,3.127130699979394,130.0,4.681600329154089E7,SouthKorea,others,others,others
290556,Viktor,Drama,2014-09-04,10000000,3.127130699979394,134.0,5.84202807490212E7,Russia,others,others,others
294161,Tainá: An Amazon Adventure,Adventure,2001-01-12,2.1604277457480315E7,3.127130699979394,90.0,4.681600329154089E7,Brazil,others,others,others
29917,Exam,Thriller,2009-06-19,2.1604277457480315E7,3.127130699979394,101.0,4.681600329154089E7,UnitedKingdom,others,others,others
315865,In the Shadow of Women,Drama,2015-05-14,2.1604277457480315E7,3.127130699979394,73.0,4.681600329154089E7,France,others,others,others
33294,In Your Hands,Drama,2004-01-23,2.1604277457480315E7,3.385593220338983,101.0,4.681600329154089E7,Denmark,others,others,others
34148,Imitation of Life,Romance,1959-01-01,2.1604277457480315E7,3.643712574850299,125.0,4.681600329154089E7,UnitedStatesofAmerica,others,others,others
34214,Crude,Documentary,2009-09-09,2.1604277457480315E7,3.5714285714285716,105.0,4.681600329154089E7,UnitedStatesofAmerica,others,others,others
344591,Spiderwebhouse,Drama,2015-02-08,2.1604277457480315E7,3.127130699979394,90.0,4.681600329154089E7,Germany,others,others,others
351043,Amnesiac,Horror,2015-08-14,3000000,3.127130699979394,90.0,6.54202807490212E7,UnitedStatesofAmerica,others,others,others
35320,School Of Life,Family,2005-02-19,2.1604277457480315E7,3.127130699979394,111.0,4.681600329154089E7,Canada,others,others,others
35639,K3 en het IJsprinsesje,Family,2006-07-19,2.1604277457480315E7,3.127130699979394,70.0,4.681600329154089E7,Belgium,others,others,others
371504,River,Drama,2015-10-13,2.1604277457480315E7,3.127130699979394,349.0,4.681600329154089E7,UnitedKingdom,others,others,others
37209,The Saddest Music in the World,Drama,2003-09-17,2.1604277457480315E7,3.127130699979394,100.0,4.681600329154089E7,Canada,others,others,others
37931,MacGruber,Comedy,2010-05-21,10000000,3.127130699979394,90.0,-3890000.0,UnitedStatesofAmerica,others,others,others
38171,Anastasia,Romance,1956-12-13,3520000,3.127130699979394,105.0,6.49002807490212E7,UnitedStatesofAmerica,TwentiethCenturyFoxFilmCorporation,others,others
382597,R.A.I.D. Special Unit,Comedy,2017-02-01,2.1604277457480315E7,3.127130699979394,105.0,4.681600329154089E7,France,Pathé,others,others
38303,You Again,Romance,2010-09-24,20000000,3.127130699979394,105.0,1.2005248E7,UnitedStatesofAmerica,others,others,others
3933,Corpse Bride,Romance,2005-09-09,40000000,2.1413793103448278,77.0,7.7195061E7,UnitedStatesofAmerica,WarnerBros.,others,others
408024,Moka,Drama,2016-08-17,2.1604277457480315E7,3.127130699979394,89.0,-2.1477814457480315E7,Switzerland,Ciné+,others,others
410117,Lady Macbeth,Drama,2017-01-20,2.1604277457480315E7,3.127130699979394,89.0,-2.1603354457480315E7,UnitedKingdom,others,others,others
417028,The Swap,Comedy,2016-10-07,2.1604277457480315E7,3.127130699979394,100.0,4.681600329154089E7,UnitedStatesofAmerica,others,others,others
421126,The Dragon Spell,Adventure,2017-01-09,2.1604277457480315E7,3.127130699979394,85.0,4.681600329154089E7,others,others,others,others
424,Schindler's List,Drama,1993-11-29,22000000,2.707178841309824,195.0,2.99365567E8,UnitedStatesofAmerica,UniversalPictures,others,others
42683,Black Legion,Drama,1937-01-30,235000,3.127130699979394,83.0,6.81852807490212E7,UnitedStatesofAmerica,WarnerBros.,others,others
43002,Lonely Are the Brave,Drama,1962-05-24,2.1604277457480315E7,3.127130699979394,107.0,4.681600329154089E7,UnitedStatesofAmerica,others,others,others
43071,Corto Maltese in Siberia,Adventure,2002-09-25,2.1604277457480315E7,3.127130699979394,92.0,4.681600329154089E7,France,others,others,others
43485,Night and Day,Drama,1946-07-02,2.1604277457480315E7,3.127130699979394,128.0,4.681600329154089E7,UnitedStatesofAmerica,WarnerBros.,others,Curtiz
43749,Wolf Girl,Horror,2001-09-21,2.1604277457480315E7,3.127130699979394,97.0,4.681600329154089E7,Romania,others,others,others
44833,Battleship,Adventure,2012-04-11,209000000,3.127130699979394,131.0,9.4025485E7,UnitedStatesofAmerica,UniversalPictures,others,others
45988,1066: The Battle for Middle Earth,Action,2009-05-18,2.1604277457480315E7,3.127130699979394,148.0,4.681600329154089E7,UnitedKingdom,others,others,others
459950,Feed,Drama,2017-07-18,2.1604277457480315E7,3.127130699979394,96.0,4.681600329154089E7,UnitedStatesofAmerica,others,others,others
48289,The Debt,Thriller,2010-04-11,20000000,3.127130699979394,113.0,2.5636368E7,UnitedStatesofAmerica,others,others,others
48742,Mein Kampf,Drama,2009-08-01,2.1604277457480315E7,3.127130699979394,110.0,4.681600329154089E7,Switzerland,others,others,others
49092,Who Done It?,Comedy,1942-11-06,2.1604277457480315E7,3.127130699979394,77.0,4.681600329154089E7,UnitedStatesofAmerica,UniversalPictures,others,others
50542,Under the Hawthorn Tree,Romance,2010-09-15,2.1604277457480315E7,3.127130699979394,113.0,4.681600329154089E7,China,others,others,others
53086,Paragraph 78: Film One,Action,2007-02-21,2.1604277457480315E7,3.127130699979394,88.0,4.681600329154089E7,Russia,others,others,others
534,Terminator Salvation,Thriller,2009-05-20,200000000,3.8892624085426144,115.0,1.71353001E8,Italy,WarnerBros.,Christian Bale,others
55125,Ivko's Feast,Comedy,2005-11-03,2.1604277457480315E7,3.127130699979394,110.0,4.681600329154089E7,others,others,others,others
56810,The Blind Sunflowers,Thriller,2008-01-01,2.1604277457480315E7,3.127130699979394,98.0,4.681600329154089E7,Spain,others,others,others
58219,The Ages of Love,Romance,2011-02-25,2.1604277457480315E7,3.127130699979394,116.0,4.681600329154089E7,Italy,others,others,others
59965,Abduction,Action,2011-09-22,35000000,3.127130699979394,106.0,4.7087155E7,UnitedStatesofAmerica,others,others,others
62255,Tracker,Adventure,2010-05-20,6500000,3.127130699979394,102.0,6.19202807490212E7,others,others,others,others
72821,Mantrap,Comedy,1926-07-24,2.1604277457480315E7,3.127130699979394,86.0,4.681600329154089E7,UnitedStatesofAmerica,ParamountPictures,others,others
77412,Romance,Drama,1930-08-26,2.1604277457480315E7,3.2,76.0,4.681600329154089E7,UnitedStatesofAmerica,Metro-Goldwyn-Mayer(MGM),others,Cl.Brown
82404,Colossal Youth,Drama,2006-05-26,2.1604277457480315E7,3.127130699979394,155.0,4.681600329154089E7,France,others,others,others
8267,The Pope's Toilet,Comedy,2007-05-21,2.1604277457480315E7,3.175,90.0,4.681600329154089E7,France,others,others,others
8444,Domésticas,Comedy,2001-01-25,2.1604277457480315E7,3.206896551724138,90.0,4.681600329154089E7,Brazil,others,others,others
9293,John Tucker Must Die,Comedy,2006-07-27,18000000,3.127130699979394,87.0,2.3009669E7,Canada,others,others,others
991,The Man Who Fell to Earth,Drama,1976-03-18,1500000,3.5715616846813267,138.0,6.69202807490212E7,UnitedKingdom,others,others,others
9962,The Good Girl,Romance,2002-01-12,8000000,3.127130699979394,93.0,8856124.0,Germany,FoxSearchlightPictures,others,others
10012,Cursed,Comedy,2005-02-25,35000000,3.127130699979394,97.0,-1.5705099E7,Germany,others,others,others
101520,Reel Injun,Documentary,2009-09-10,2.1604277457480315E7,3.127130699979394,86.0,4.681600329154089E7,Canada,others,others,others
110415,Snowpiercer,Drama,2013-08-01,39200000,2.875,126.0,4.7558912E7,France,others,others,others
11130,The Princess Diaries 2: Royal Engagement,Romance,2004-08-06,40000000,3.127130699979394,113.0,5.5149435E7,UnitedStatesofAmerica,WaltDisneyPictures,others,others
11571,Journey to the Center of the Earth,Family,1959-12-14,2.1604277457480315E7,3.127130699979394,132.0,-1.1604277457480315E7,UnitedStatesofAmerica,TwentiethCenturyFoxFilmCorporation,others,others
11652,Invincible,Drama,2006-08-25,2.1604277457480315E7,3.127130699979394,105.0,3.620267454251969E7,UnitedStatesofAmerica,WaltDisneyPictures,others,others
11887,High School Musical 3: Senior Year,Romance,2008-10-22,2.1604277457480315E7,3.127130699979394,116.0,4.681600329154089E7,UnitedStatesofAmerica,WaltDisneyPictures,others,others
13018,Deception,Thriller,2008-04-24,25000000,3.127130699979394,107.0,-7258702.0,UnitedStatesofAmerica,others,others,others
13190,Dead Space: Downfall,Thriller,2008-10-27,2.1604277457480315E7,3.127130699979394,74.0,4.681600329154089E7,UnitedStatesofAmerica,others,others,others
13913,Animal Crackers,Comedy,1930-08-28,2.1604277457480315E7,3.127130699979394,97.0,4.681600329154089E7,UnitedStatesofAmerica,ParamountPictures,others,others
13989,24: Redemption,Crime,2008-11-23,2.1604277457480315E7,3.127130699979394,102.0,4.681600329154089E7,others,others,others,others
14833,House,Thriller,2008-11-06,2.1604277457480315E7,3.127130699979394,101.0,4.681600329154089E7,Poland,others,others,others
150093,Just Like a Woman,Drama,2012-12-14,2.1604277457480315E7,3.127130699979394,105.0,4.681600329154089E7,France,others,others,others
15365,Witless Protection,Crime,2008-02-22,2.1604277457480315E7,3.127130699979394,97.0,4.681600329154089E7,UnitedStatesofAmerica,others,others,others
154400,The Drop,Crime,2014-09-12,12600000,2.7857142857142856,106.0,6454534.0,UnitedStatesofAmerica,others,others,others
157823,Night Moves,Drama,2014-04-23,2.1604277457480315E7,2.0,112.0,4.681600329154089E7,UnitedStatesofAmerica,others,Dakota Fanning,others
163814,Nearlyweds,Romance,2013-05-02,2.1604277457480315E7,3.127130699979394,90.0,4.681600329154089E7,UnitedStatesofAmerica,others,others,others
199977,For a Woman,Drama,2013-07-03,2.1604277457480315E7,3.127130699979394,110.0,4.681600329154089E7,France,EuropaCorp,others,others
209247,The Art of the Steal,Crime,2013-09-11,2.1604277457480315E7,3.127130699979394,90.0,-2.1540212457480315E7,Canada,others,others,others
210234,Skewered,Drama,2013-07-16,346500,3.127130699979394,105.0,6.80737807490212E7,others,others,others,others
21250,Charlotte's Web 2: Wilbur's Great Adventure,Family,2003-03-18,2.1604277457480315E7,3.127130699979394,79.0,4.681600329154089E7,UnitedStatesofAmerica,UniversalPictures,others,others
218993,Before the Winter Chill,Drama,2013-11-26,2.1604277457480315E7,3.127130699979394,103.0,4.681600329154089E7,others,Canal+,others,others
232175,Gimme Shelter,Drama,2013-10-17,7500000,3.127130699979394,101.0,-6140090.0,UnitedStatesofAmerica,others,others,others
233444,Cold Harbour,Crime,2014-07-25,2.1604277457480315E7,3.127130699979394,93.0,4.681600329154089E7,others,others,others,others
23816,Sands Of Oblivion,Adventure,2007-07-28,2.1604277457480315E7,3.127130699979394,94.0,4.681600329154089E7,UnitedStatesofAmerica,others,others,others
239678,This Is Where I Leave You,Comedy,2014-09-10,19800000,3.127130699979394,103.0,2.149632E7,UnitedStatesofAmerica,WarnerBros.,others,others
24421,Stag Night,Thriller,2008-06-26,2.1604277457480315E7,3.127130699979394,84.0,4.681600329154089E7,UnitedStatesofAmerica,others,others,others
253239,Diplomacy,Drama,2014-03-05,2.1604277457480315E7,3.127130699979394,84.0,-1.7657397457480315E7,Germany,Gaumont,others,others
256040,Baahubali: The Beginning,Adventure,2015-07-10,40000000,3.127130699979394,159.0,6.0E7,India,others,others,others
256274,"As Above, So Below",Thriller,2014-08-14,5000000,3.127130699979394,93.0,3.51E7,UnitedStatesofAmerica,UniversalPictures,others,others
258480,Carol,Drama,2015-11-20,11800000,3.127130699979394,118.0,2.8472135E7,UnitedKingdom,Film4,others,others
261461,Loucas pra Casar,Comedy,2015-01-08,3000000,3.127130699979394,90.0,6.54202807490212E7,Brazil,others,others,others
261770,Affluenza,Romance,2014-07-11,2.1604277457480315E7,3.127130699979394,85.0,4.681600329154089E7,UnitedStatesofAmerica,others,others,others
27296,The Gingerdead Man,Comedy,2005-01-01,2.1604277457480315E7,3.127130699979394,70.0,4.681600329154089E7,UnitedStatesofAmerica,others,others,others
274899,Inner Demons,Horror,2014-06-13,2.1604277457480315E7,3.127130699979394,85.0,4.681600329154089E7,UnitedStatesofAmerica,others,others,others
287233,Tom and Jerry: The Lost Dragon,Family,2014-07-27,2.1604277457480315E7,3.127130699979394,57.0,4.681600329154089E7,UnitedStatesofAmerica,others,others,others
289278,My So-Called Father,Drama,2014-09-19,2.1604277457480315E7,3.127130699979394,123.0,4.681600329154089E7,Sweden,others,others,others
291151,The Stranger,Horror,2015-06-12,2.1604277457480315E7,3.127130699979394,93.0,4.681600329154089E7,others,others,others,others
29987,Facing Windows,Romance,2003-02-27,2.1604277457480315E7,3.127130699979394,106.0,-6074200.457480315,others,others,others,others
3078,It Happened One Night,Romance,1934-02-22,325000,3.524818401937046,105.0,4175000.0,UnitedStatesofAmerica,ColumbiaPicturesCorporation,others,others
32285,Cornered!,Horror,2008-01-01,2.1604277457480315E7,3.4814814814814814,86.0,4.681600329154089E7,UnitedStatesofAmerica,others,others,others
326094,Wiener-Dog,Comedy,2016-06-24,2.1604277457480315E7,3.127130699979394,88.0,4.681600329154089E7,UnitedStatesofAmerica,others,others,others
33680,Grand Hotel,Romance,1932-05-25,700000,3.127130699979394,112.0,1894000.0,UnitedStatesofAmerica,Metro-Goldwyn-Mayer(MGM),others,others
35436,The Villain,Comedy,2009-11-25,2.1604277457480315E7,3.127130699979394,86.0,4.681600329154089E7,France,StudioCanal,others,others
357706,Irudhi Suttru,Drama,2016-01-28,300000,3.127130699979394,112.0,1800000.0,India,others,others,others
364690,Natural Selection,Drama,2016-08-26,2.1604277457480315E7,3.127130699979394,100.0,4.681600329154089E7,UnitedStatesofAmerica,others,others,others
369524,The Comedian,Comedy,2016-12-09,15000000,3.127130699979394,120.0,5.34202807490212E7,UnitedStatesofAmerica,others,others,others
390054,Sand Castle,Drama,2017-04-21,2.1604277457480315E7,3.127130699979394,113.0,4.681600329154089E7,UnitedKingdom,others,others,others
40122,Gangster High,Crime,2006-10-19,2.1604277457480315E7,3.127130699979394,100.0,4.681600329154089E7,SouthKorea,others,others,others
40194,Paris Express,Crime,2010-02-24,2.1604277457480315E7,3.127130699979394,90.0,4.681600329154089E7,France,EuropaCorp,others,others
41279,The Three Stooges Meet Hercules,Comedy,1962-02-15,2.1604277457480315E7,3.127130699979394,89.0,4.681600329154089E7,UnitedStatesofAmerica,ColumbiaPictures,others,others
42891,Tennessee,Adventure,2008-04-26,2.1604277457480315E7,3.127130699979394,99.0,4.681600329154089E7,UnitedStatesofAmerica,others,others,others
430263,"Have Fun, Vasya!",Comedy,2017-02-16,707503,3.127130699979394,90.0,4073951.0,Russia,others,others,others
434,Tough Enough,Thriller,2006-03-09,2.1604277457480315E7,3.0686800160484373,99.0,4.681600329154089E7,Germany,others,others,others
4476,Legends of the Fall,Romance,1994-12-16,30000000,3.0093833780160857,133.0,1.30638883E8,UnitedStatesofAmerica,others,others,others
45203,Once in the Life,Drama,2000-10-27,2.1604277457480315E7,3.127130699979394,107.0,4.681600329154089E7,UnitedStatesofAmerica,others,others,others
46584,The Trotsky,Comedy,2009-09-11,6400000,3.127130699979394,120.0,6.20202807490212E7,Canada,others,others,others
468,My Own Private Idaho,Romance,1991-10-17,2500000,3.309568015843545,104.0,6.59202807490212E7,UnitedStatesofAmerica,others,others,others
47200,Schizo,Romance,2004-01-01,2.1604277457480315E7,3.4194711538461537,86.0,4.681600329154089E7,Russia,others,others,others
48805,L'allenatore nel pallone 2,Comedy,2008-01-11,2.1604277457480315E7,3.127130699979394,108.0,-1.0860510457480315E7,Italy,others,others,others
50011,Look Back in Anger,Drama,1959-05-28,2.1604277457480315E7,3.8234421364985165,98.0,4.681600329154089E7,UnitedKingdom,others,others,others
51452,The Century of the Self,Documentary,2002-03-17,2.1604277457480315E7,3.127130699979394,235.0,4.681600329154089E7,UnitedKingdom,others,others,others
52418,Fate,Thriller,2008-03-20,2.1604277457480315E7,3.3461538461538463,123.0,4.681600329154089E7,SouthKorea,CJEntertainment,others,others
52685,Chill,Horror,2007-02-15,850000,3.127130699979394,88.0,6.75702807490212E7,UnitedStatesofAmerica,others,others,others
52850,Toast,Family,2010-12-30,2.1604277457480315E7,3.127130699979394,90.0,4.681600329154089E7,UnitedKingdom,others,others,others
55730,My New Gun,Comedy,1992-10-26,2.1604277457480315E7,3.127130699979394,99.0,4.681600329154089E7,UnitedStatesofAmerica,others,others,others
64501,Naughty @ 40,Drama,2011-04-14,2.1604277457480315E7,3.4408783783783785,0.0,4.681600329154089E7,India,others,others,others
686,Contact,Drama,1997-07-11,90000000,3.127130699979394,150.0,8.1120329E7,UnitedStatesofAmerica,others,others,others
6877,Failure to Launch,Comedy,2006-03-10,50000000,3.1,97.0,7.8406887E7,UnitedStatesofAmerica,ParamountPictures,others,others
74394,The Holding,Thriller,2011-09-09,3000000,3.127130699979394,88.0,6.54202807490212E7,UnitedKingdom,others,others,others
74471,The Dead,Thriller,2010-08-30,2.1604277457480315E7,2.6666666666666665,105.0,4.681600329154089E7,UnitedKingdom,others,others,others
78705,Live-In Maid,Drama,2004-09-21,2.1604277457480315E7,3.127130699979394,83.0,4.681600329154089E7,Argentina,others,others,others
84355,Your Sister's Sister,Comedy,2011-09-11,125000,3.127130699979394,90.0,3075000.0,UnitedStatesofAmerica,others,others,others
89691,ATM,Thriller,2012-02-17,3000000,3.127130699979394,90.0,-2996990.0,Canada,others,others,others
9354,"Honey, I Shrunk the Kids",Family,1989-06-22,32000000,3.127130699979394,93.0,1.90724172E8,UnitedStatesofAmerica,others,others,others
9357,One Hour Photo,Thriller,2002-08-21,12000000,3.127130699979394,96.0,4.0223306E7,UnitedStatesofAmerica,FoxSearchlightPictures,others,others
9408,Surf's Up,Family,2007-06-08,85000000,3.127130699979394,85.0,6.4044513E7,UnitedStatesofAmerica,others,others,others
9581,Fulltime Killer,Thriller,2001-08-03,2.1604277457480315E7,3.127130699979394,102.0,4.681600329154089E7,HongKong,others,others,Johnnie To
98566,Teenage Mutant Ninja Turtles,Comedy,2014-08-07,125000000,1.5,101.0,3.522E8,UnitedStatesofAmerica,others,others,others
10328,Cocoon,Drama,1985-06-21,2.1604277457480315E7,3.127130699979394,117.0,6.370884654251969E7,UnitedStatesofAmerica,others,others,others
10609,The Life and Death of Peter Sellers,Romance,2004-05-21,2.1604277457480315E7,3.127130699979394,122.0,4.681600329154089E7,UnitedStatesofAmerica,others,others,others
110603,The Three Musketeers,Comedy,1939-02-17,2.1604277457480315E7,2.5128205128205128,73.0,4.681600329154089E7,UnitedStatesofAmerica,TwentiethCenturyFoxFilmCorporation,others,others
11388,Stay Cool,Comedy,2009-04-23,4500000,3.127130699979394,94.0,6.39202807490212E7,UnitedStatesofAmerica,others,others,others
116340,Dead Man's Burden,Drama,2012-06-15,2.1604277457480315E7,3.127130699979394,93.0,4.681600329154089E7,UnitedStatesofAmerica,others,others,others
11978,Men of Honor,Drama,2000-09-13,32000000,3.127130699979394,129.0,1.6814909E7,UnitedStatesofAmerica,others,Robert De Niro,others
12140,Ghost in the Shell 2: Innocence,Drama,2004-03-06,2.1604277457480315E7,3.127130699979394,100.0,-1.1814626457480315E7,Japan,others,others,others
13312,Inside,Horror,2007-06-13,3000000,3.127130699979394,79.0,6.54202807490212E7,France,CinéCinéma,others,others
14159,Aaja Nachle,Romance,2007-11-30,2.1604277457480315E7,3.127130699979394,146.0,-1.7804277457480315E7,India,others,others,others
1429,25th Hour,Drama,2002-12-16,15000000,3.2959582790091266,135.0,-1939157.0,UnitedStatesofAmerica,TouchstonePictures,others,others
14400,The Heir Apparent: Largo Winch,Thriller,2008-12-17,25412760,3.127130699979394,108.0,4.30075207490212E7,France,others,others,others
14681,Eating Out,Comedy,2004-02-14,50000,3.127130699979394,90.0,6.83702807490212E7,UnitedStatesofAmerica,others,others,others
14897,Angels in Fast Motion,Drama,2005-03-04,2.1604277457480315E7,3.127130699979394,125.0,4.681600329154089E7,Denmark,others,others,others
151535,Scooby-Doo! Mask of the Blue Falcon,Family,2012-12-15,2.1604277457480315E7,3.127130699979394,78.0,4.681600329154089E7,UnitedStatesofAmerica,others,others,others
152748,Ain't Them Bodies Saints,Romance,2013-07-03,2.1604277457480315E7,3.127130699979394,96.0,-2.0573034457480315E7,UnitedStatesofAmerica,others,others,others
1584,School of Rock,Comedy,2003-10-03,35000000,3.6672594142259416,108.0,9.6282949E7,Germany,others,others,others
16643,Life or Something Like It,Romance,2002-04-26,40000000,3.127130699979394,103.0,-2.3127329E7,Canada,others,others,others
17836,Virginia City,Action,1940-03-23,2.1604277457480315E7,3.127130699979394,121.0,4.681600329154089E7,UnitedStatesofAmerica,WarnerBros.,others,Curtiz
18178,Shadows,Horror,2007-06-06,2.1604277457480315E7,3.127130699979394,120.0,4.681600329154089E7,Spain,others,others,others
188560,The Secret Lives of Second Wives,Drama,2008-06-28,2.1604277457480315E7,3.127130699979394,89.0,4.681600329154089E7,Canada,others,others,others
199283,Babushka,Drama,2004-02-03,2.1604277457480315E7,3.127130699979394,97.0,4.681600329154089E7,France,others,others,others
200511,7 Minutes,Thriller,2014-10-26,2.1604277457480315E7,3.127130699979394,92.0,4.681600329154089E7,UnitedStatesofAmerica,others,others,others
20760,Lilo & Stitch 2: Stitch has a Glitch,Family,2005-01-29,2.1604277457480315E7,3.127130699979394,68.0,4.681600329154089E7,UnitedStatesofAmerica,WaltDisneyPictures,Dakota Fanning,others
20995,The Swimsuit Issue,Comedy,2008-12-25,2.1604277457480315E7,3.127130699979394,98.0,4.681600329154089E7,Sweden,others,others,others
214597,Fright Night 2: New Blood,Comedy,2013-08-31,8000000,3.127130699979394,99.0,6.04202807490212E7,UnitedStatesofAmerica,others,others,others
2155,Reindeer Games,Thriller,2000-02-25,42000000,3.399138367967562,124.0,-9831030.0,UnitedStatesofAmerica,others,others,others
227679,Pokémon the Movie: Genesect and the Legend Awakened,Family,2013-07-13,2.1604277457480315E7,3.127130699979394,72.0,2.8395722542519685E7,Japan,others,others,others
243352,Where Hope Grows,Drama,2014-04-06,2.1604277457480315E7,3.127130699979394,95.0,-2.0448277457480315E7,UnitedStatesofAmerica,others,others,others
245859,God Help the Girl,Drama,2014-08-22,2.1604277457480315E7,3.127130699979394,111.0,4.681600329154089E7,UnitedKingdom,others,others,others
248543,Good Luck,Drama,2014-05-30,2.1604277457480315E7,3.127130699979394,90.0,4.681600329154089E7,Brazil,others,others,others
249677,Time Pass,Comedy,2014-01-03,200,3.127130699979394,143.0,6.84200807490212E7,India,others,others,others
272426,H3 - Halloween Horror Hostel,Comedy,2008-03-18,2.1604277457480315E7,3.127130699979394,97.6781920625635,4.681600329154089E7,Germany,others,others,others
276906,Apartment Troubles,Comedy,2014-06-15,2.1604277457480315E7,3.127130699979394,95.0,4.681600329154089E7,UnitedStatesofAmerica,others,others,others
279992,Lost Soul: The Doomed Journey of Richard Stanley's Island of Dr. Moreau,Documentary,2014-08-24,2.1604277457480315E7,3.127130699979394,100.0,4.681600329154089E7,UnitedStatesofAmerica,others,others,others
28308,The Body,Thriller,2001-04-13,2.1604277457480315E7,3.127130699979394,109.0,4.681600329154089E7,Germany,others,others,others
29564,Smokin' Aces 2: Assassins' Ball,Thriller,2010-01-19,8000000,3.127130699979394,86.0,6.04202807490212E7,Canada,others,others,others
30252,A Midsummer of Love,Comedy,2009-07-31,2.1604277457480315E7,3.127130699979394,93.0,4.681600329154089E7,Sweden,others,others,others
306482,Partisan,Drama,2015-01-25,2.1604277457480315E7,3.127130699979394,98.0,4.681600329154089E7,Australia,others,others,others
308,Broken Flowers,Romance,2005-05-17,10000000,3.900405131667792,105.0,3.5742101E7,France,others,others,others
3090,The Treasure of the Sierra Madre,Drama,1948-01-24,3800000,4.059865092748735,126.0,507000.0,UnitedStatesofAmerica,WarnerBros.,others,John~Huston
32048,Still of the Night,Thriller,1982-11-19,10000000,3.127130699979394,91.0,5.84202807490212E7,UnitedStatesofAmerica,UnitedArtists,others,others
323694,Nina Forever,Romance,2015-03-14,2.1604277457480315E7,3.127130699979394,98.0,4.681600329154089E7,UnitedKingdom,others,others,others
325789,The Infiltrator,Thriller,2016-07-13,25000000,3.127130699979394,127.0,-9563192.0,UnitedKingdom,others,others,others
327029,Power Rangers,Adventure,2015-02-24,2.1604277457480315E7,3.127130699979394,14.0,4.681600329154089E7,UnitedStatesofAmerica,others,others,others
335970,Joe Dirt 2: Beautiful Loser,Comedy,2015-07-16,2.1604277457480315E7,3.127130699979394,107.0,4.681600329154089E7,UnitedStatesofAmerica,others,others,others
336845,Cleveland Abduction,Crime,2015-05-02,2.1604277457480315E7,3.127130699979394,88.0,4.681600329154089E7,UnitedStatesofAmerica,others,others,others
34601,Three Way,Thriller,2004-06-29,2.1604277457480315E7,3.127130699979394,88.0,4.681600329154089E7,UnitedStatesofAmerica,others,others,others
348,Alien,Thriller,1979-05-25,11000000,3.6826607226654153,117.0,9.3931801E7,UnitedStatesofAmerica,TwentiethCenturyFoxFilmCorporation,others,others
356201,Collective Invention,Drama,2015-09-14,2.1604277457480315E7,3.127130699979394,92.0,4.681600329154089E7,SouthKorea,CJEntertainment,others,others
37302,Left Behind,Thriller,2000-10-30,2.1604277457480315E7,3.127130699979394,96.0,4.681600329154089E7,Canada,others,others,others
379019,My Blind Date with Life,Comedy,2017-01-26,2.1604277457480315E7,3.127130699979394,111.0,4.681600329154089E7,Germany,StudioCanal,others,others
387999,The High Schooler's Guide to College Parties,Comedy,2016-03-16,2.1604277457480315E7,3.127130699979394,90.0,4.681600329154089E7,UnitedStatesofAmerica,others,others,others
392818,The Transfiguration,Drama,2017-04-07,2.1604277457480315E7,3.127130699979394,97.0,4.681600329154089E7,UnitedStatesofAmerica,others,others,others
41070,Dark Woods,Thriller,2003-02-21,2.1604277457480315E7,3.127130699979394,82.0,4.681600329154089E7,Norway,others,others,others
42191,Johnny Angel,Drama,1945-10-24,2.1604277457480315E7,3.669398907103825,79.0,4.681600329154089E7,UnitedStatesofAmerica,RKORadioPictures,others,others
43453,The Dark Past,Crime,1948-12-22,2.1604277457480315E7,3.127130699979394,75.0,4.681600329154089E7,UnitedStatesofAmerica,ColumbiaPicturesCorporation,others,others
43742,Love Affair,Romance,1994-10-21,60000000,3.127130699979394,108.0,8420280.749021202,UnitedStatesofAmerica,WarnerBros.,others,others
44015,The Prime Gig,Romance,2000-01-01,2.1604277457480315E7,3.127130699979394,98.0,4.681600329154089E7,UnitedStatesofAmerica,others,others,others
46333,Pervert!,Horror,2005-02-12,2.1604277457480315E7,3.127130699979394,81.0,4.681600329154089E7,UnitedStatesofAmerica,others,others,others
49020,Submarine,Romance,2011-03-18,2.1604277457480315E7,3.127130699979394,97.0,-2.0739618457480315E7,UnitedKingdom,Film4,others,others
4953,Be Kind Rewind,Comedy,2008-01-20,2.1604277457480315E7,2.8735632183908044,102.0,4.681600329154089E7,UnitedStatesofAmerica,others,others,others
512,Scoop,Comedy,2006-07-27,4000000,2.9170506912442398,96.0,2.7584901E7,UnitedKingdom,others,others,Woody Allen
52628,Cartagena,Romance,2009-11-18,2.1604277457480315E7,3.127130699979394,93.0,4.681600329154089E7,France,others,others,others
57781,Old Hags,Comedy,2000-03-03,2.1604277457480315E7,3.127130699979394,128.0,4.681600329154089E7,Russia,others,others,others
64,Talk to Her,Romance,2002-03-14,9285469,2.8375228519195614,112.0,4.1716081E7,Spain,others,others,others
68179,Escape from Planet Earth,Family,2013-02-14,40000000,3.127130699979394,89.0,3.4597643E7,Canada,The,others,others
69417,Villan,Crime,2002-12-05,500000,3.127130699979394,157.0,0.0,India,others,others,others
710,GoldenEye,Thriller,1995-11-16,58000000,2.740333586050038,130.0,2.94194034E8,UnitedStatesofAmerica,UnitedArtists,others,others
79466,One Spy Too Many,Crime,1966-08-05,2.1604277457480315E7,3.127130699979394,102.0,4.681600329154089E7,UnitedStatesofAmerica,Metro-Goldwyn-Mayer(MGM),others,others
